,Bowling,O,M,R,W,Econ,0s,4s,6s,WD,NB,Batting Team,Bowling Team,Match ID,Match Info,Match No,Season
1,WD Sheridan,3,0,22,1,7.33,,,,0,0,Perth Scorchers,Melbourne Renegades,571251," (N)Big Bash League at Perth, Dec 29 2012 | Match Summary | ESPNCricinfo",51,2
2,NJ Rimmington,2,0,21,0,10.5,,,,0,0,Perth Scorchers,Melbourne Renegades,571251," (N)Big Bash League at Perth, Dec 29 2012 | Match Summary | ESPNCricinfo",51,2
3,DJ Pattinson,2,0,19,0,9.5,,,,1,0,Perth Scorchers,Melbourne Renegades,571251," (N)Big Bash League at Perth, Dec 29 2012 | Match Summary | ESPNCricinfo",51,2
4,MN Samuels,4,0,35,0,8.75,,,,1,0,Perth Scorchers,Melbourne Renegades,571251," (N)Big Bash League at Perth, Dec 29 2012 | Match Summary | ESPNCricinfo",51,2
5,AW O'Brien,1,0,14,0,14,,,,0,0,Perth Scorchers,Melbourne Renegades,571251," (N)Big Bash League at Perth, Dec 29 2012 | Match Summary | ESPNCricinfo",51,2
6,M Muralitharan,4,0,29,0,7.25,,,,0,0,Perth Scorchers,Melbourne Renegades,571251," (N)Big Bash League at Perth, Dec 29 2012 | Match Summary | ESPNCricinfo",51,2
7,AJ Finch,4,0,46,1,11.5,,,,1,0,Perth Scorchers,Melbourne Renegades,571251," (N)Big Bash League at Perth, Dec 29 2012 | Match Summary | ESPNCricinfo",51,2
1,MA Beer,4,0,21,1,5.25,,,,1,0,Melbourne Renegades,Perth Scorchers,571251," (N)Big Bash League at Perth, Dec 29 2012 | Match Summary | ESPNCricinfo",51,2
2,JP Behrendorff,4,0,44,3,11,,,,2,0,Melbourne Renegades,Perth Scorchers,571251," (N)Big Bash League at Perth, Dec 29 2012 | Match Summary | ESPNCricinfo",51,2
3,AC Thomas,3.1,0,8,4,2.52,,,,0,0,Melbourne Renegades,Perth Scorchers,571251," (N)Big Bash League at Perth, Dec 29 2012 | Match Summary | ESPNCricinfo",51,2
4,GB Hogg,4,0,26,0,6.5,,,,1,0,Melbourne Renegades,Perth Scorchers,571251," (N)Big Bash League at Perth, Dec 29 2012 | Match Summary | ESPNCricinfo",51,2
5,NM Coulter-Nile,4,0,36,2,9,,,,0,0,Melbourne Renegades,Perth Scorchers,571251," (N)Big Bash League at Perth, Dec 29 2012 | Match Summary | ESPNCricinfo",51,2
1,B Lee,4,0,25,0,6.25,,,,1,0,Sydney Thunder,Sydney Sixers,571252," (N)Big Bash League at Sydney, Dec 30 2012 | Match Summary | ESPNCricinfo",52,2
2,JK Lalor,4,0,20,2,5,,,,1,0,Sydney Thunder,Sydney Sixers,571252," (N)Big Bash League at Sydney, Dec 30 2012 | Match Summary | ESPNCricinfo",52,2
3,LW Feldman,4,0,23,2,5.75,,,,0,0,Sydney Thunder,Sydney Sixers,571252," (N)Big Bash League at Sydney, Dec 30 2012 | Match Summary | ESPNCricinfo",52,2
4,SP Narine,4,0,23,1,5.75,,,,0,1,Sydney Thunder,Sydney Sixers,571252," (N)Big Bash League at Sydney, Dec 30 2012 | Match Summary | ESPNCricinfo",52,2
5,MC Henriques,4,0,36,1,9,,,,2,0,Sydney Thunder,Sydney Sixers,571252," (N)Big Bash League at Sydney, Dec 30 2012 | Match Summary | ESPNCricinfo",52,2
1,CH Gayle,4,0,17,2,4.25,,,,0,0,Sydney Sixers,Sydney Thunder,571252," (N)Big Bash League at Sydney, Dec 30 2012 | Match Summary | ESPNCricinfo",52,2
2,DP Nannes,4,0,24,3,6,,,,2,0,Sydney Sixers,Sydney Thunder,571252," (N)Big Bash League at Sydney, Dec 30 2012 | Match Summary | ESPNCricinfo",52,2
3,CP Tremain,4,0,35,1,8.75,,,,1,0,Sydney Sixers,Sydney Thunder,571252," (N)Big Bash League at Sydney, Dec 30 2012 | Match Summary | ESPNCricinfo",52,2
4,SJ Coyte,4,0,26,0,6.5,,,,0,0,Sydney Sixers,Sydney Thunder,571252," (N)Big Bash League at Sydney, Dec 30 2012 | Match Summary | ESPNCricinfo",52,2
5,SA Abbott,2,0,25,0,12.5,,,,0,0,Sydney Sixers,Sydney Thunder,571252," (N)Big Bash League at Sydney, Dec 30 2012 | Match Summary | ESPNCricinfo",52,2
6,A Zampa,1,0,8,0,8,,,,0,0,Sydney Sixers,Sydney Thunder,571252," (N)Big Bash League at Sydney, Dec 30 2012 | Match Summary | ESPNCricinfo",52,2
1,XJ Doherty,4,1,20,1,5,,,,2,0,Perth Scorchers,Hobart Hurricanes,571253," (N)Big Bash League at Hobart, Jan 1 2013 | Match Summary | ESPNCricinfo",53,2
2,DE Bollinger,4,0,28,1,7,,,,0,0,Perth Scorchers,Hobart Hurricanes,571253," (N)Big Bash League at Hobart, Jan 1 2013 | Match Summary | ESPNCricinfo",53,2
3,EP Gulbis,4,0,37,2,9.25,,,,2,0,Perth Scorchers,Hobart Hurricanes,571253," (N)Big Bash League at Hobart, Jan 1 2013 | Match Summary | ESPNCricinfo",53,2
4,JJ Krejza,3,0,31,0,10.33,,,,2,0,Perth Scorchers,Hobart Hurricanes,571253," (N)Big Bash League at Hobart, Jan 1 2013 | Match Summary | ESPNCricinfo",53,2
5,B Laughlin,4,0,19,3,4.75,,,,1,0,Perth Scorchers,Hobart Hurricanes,571253," (N)Big Bash League at Hobart, Jan 1 2013 | Match Summary | ESPNCricinfo",53,2
6,RT Ponting,1,0,12,0,12,,,,0,0,Perth Scorchers,Hobart Hurricanes,571253," (N)Big Bash League at Hobart, Jan 1 2013 | Match Summary | ESPNCricinfo",53,2
1,MA Beer,4,0,25,0,6.25,,,,0,0,Hobart Hurricanes,Perth Scorchers,571253," (N)Big Bash League at Hobart, Jan 1 2013 | Match Summary | ESPNCricinfo",53,2
2,AC Thomas,4,0,35,1,8.75,,,,2,0,Hobart Hurricanes,Perth Scorchers,571253," (N)Big Bash League at Hobart, Jan 1 2013 | Match Summary | ESPNCricinfo",53,2
3,JP Behrendorff,3,0,34,0,11.33,,,,1,0,Hobart Hurricanes,Perth Scorchers,571253," (N)Big Bash League at Hobart, Jan 1 2013 | Match Summary | ESPNCricinfo",53,2
4,NM Coulter-Nile,3.3,0,41,0,11.71,,,,1,0,Hobart Hurricanes,Perth Scorchers,571253," (N)Big Bash League at Hobart, Jan 1 2013 | Match Summary | ESPNCricinfo",53,2
5,GB Hogg,4,0,17,3,4.25,,,,1,0,Hobart Hurricanes,Perth Scorchers,571253," (N)Big Bash League at Hobart, Jan 1 2013 | Match Summary | ESPNCricinfo",53,2
1,GD Putland,3,1,21,0,7,,,,1,1,Melbourne Renegades,Adelaide Strikers,571254," (N)Big Bash League at Melbourne, Jan 2 2013 | Match Summary | ESPNCricinfo",54,2
2,BE Young,4,0,37,2,9.25,,,,0,0,Melbourne Renegades,Adelaide Strikers,571254," (N)Big Bash League at Melbourne, Jan 2 2013 | Match Summary | ESPNCricinfo",54,2
3,KW Richardson,3,0,23,1,7.66,,,,1,0,Melbourne Renegades,Adelaide Strikers,571254," (N)Big Bash League at Melbourne, Jan 2 2013 | Match Summary | ESPNCricinfo",54,2
4,MG Neser,4,0,36,1,9,,,,2,1,Melbourne Renegades,Adelaide Strikers,571254," (N)Big Bash League at Melbourne, Jan 2 2013 | Match Summary | ESPNCricinfo",54,2
5,J Botha,4,0,17,1,4.25,,,,0,0,Melbourne Renegades,Adelaide Strikers,571254," (N)Big Bash League at Melbourne, Jan 2 2013 | Match Summary | ESPNCricinfo",54,2
6,KA Pollard,2,0,17,1,8.5,,,,1,0,Melbourne Renegades,Adelaide Strikers,571254," (N)Big Bash League at Melbourne, Jan 2 2013 | Match Summary | ESPNCricinfo",54,2
1,AW O'Brien,3,0,19,0,6.33,,,,0,0,Adelaide Strikers,Melbourne Renegades,571254," (N)Big Bash League at Melbourne, Jan 2 2013 | Match Summary | ESPNCricinfo",54,2
2,DJ Pattinson,3,0,27,0,9,,,,0,0,Adelaide Strikers,Melbourne Renegades,571254," (N)Big Bash League at Melbourne, Jan 2 2013 | Match Summary | ESPNCricinfo",54,2
3,NJ Rimmington,4,0,22,2,5.5,,,,0,0,Adelaide Strikers,Melbourne Renegades,571254," (N)Big Bash League at Melbourne, Jan 2 2013 | Match Summary | ESPNCricinfo",54,2
4,M Muralitharan,4,0,18,3,4.5,,,,1,0,Adelaide Strikers,Melbourne Renegades,571254," (N)Big Bash League at Melbourne, Jan 2 2013 | Match Summary | ESPNCricinfo",54,2
5,MN Samuels,3,0,16,3,5.33,,,,0,0,Adelaide Strikers,Melbourne Renegades,571254," (N)Big Bash League at Melbourne, Jan 2 2013 | Match Summary | ESPNCricinfo",54,2
6,WD Sheridan,1.3,0,2,1,1.33,,,,0,0,Adelaide Strikers,Melbourne Renegades,571254," (N)Big Bash League at Melbourne, Jan 2 2013 | Match Summary | ESPNCricinfo",54,2
1,JP Faulkner,4,0,33,0,8.25,,,,1,0,Brisbane Heat,Melbourne Stars,571255," (N)Big Bash League at Brisbane, Jan 3 2013 | Match Summary | ESPNCricinfo",55,2
2,CJ McKay,4,0,39,1,9.75,,,,1,0,Brisbane Heat,Melbourne Stars,571255," (N)Big Bash League at Brisbane, Jan 3 2013 | Match Summary | ESPNCricinfo",55,2
3,JW Hastings,4,0,32,0,8,,,,1,1,Brisbane Heat,Melbourne Stars,571255," (N)Big Bash League at Brisbane, Jan 3 2013 | Match Summary | ESPNCricinfo",55,2
4,SL Malinga,4,1,26,3,6.5,,,,3,0,Brisbane Heat,Melbourne Stars,571255," (N)Big Bash League at Brisbane, Jan 3 2013 | Match Summary | ESPNCricinfo",55,2
5,SK Warne,3,0,22,0,7.33,,,,1,0,Brisbane Heat,Melbourne Stars,571255," (N)Big Bash League at Brisbane, Jan 3 2013 | Match Summary | ESPNCricinfo",55,2
6,DJ Hussey,1,0,11,0,11,,,,0,0,Brisbane Heat,Melbourne Stars,571255," (N)Big Bash League at Brisbane, Jan 3 2013 | Match Summary | ESPNCricinfo",55,2
1,KAJ Roach,4,0,23,1,5.75,,,,0,0,Melbourne Stars,Brisbane Heat,571255," (N)Big Bash League at Brisbane, Jan 3 2013 | Match Summary | ESPNCricinfo",55,2
2,AC McDermott,4,0,21,2,5.25,,,,1,0,Melbourne Stars,Brisbane Heat,571255," (N)Big Bash League at Brisbane, Jan 3 2013 | Match Summary | ESPNCricinfo",55,2
3,BCJ Cutting,3,0,27,0,9,,,,1,0,Melbourne Stars,Brisbane Heat,571255," (N)Big Bash League at Brisbane, Jan 3 2013 | Match Summary | ESPNCricinfo",55,2
4,JR Hopes,4,0,28,3,7,,,,1,0,Melbourne Stars,Brisbane Heat,571255," (N)Big Bash League at Brisbane, Jan 3 2013 | Match Summary | ESPNCricinfo",55,2
5,NM Hauritz,1,0,13,0,13,,,,0,0,Melbourne Stars,Brisbane Heat,571255," (N)Big Bash League at Brisbane, Jan 3 2013 | Match Summary | ESPNCricinfo",55,2
6,DT Christian,2,0,16,0,8,,,,0,0,Melbourne Stars,Brisbane Heat,571255," (N)Big Bash League at Brisbane, Jan 3 2013 | Match Summary | ESPNCricinfo",55,2
7,NLTC Perera,2,0,18,3,9,,,,0,0,Melbourne Stars,Brisbane Heat,571255," (N)Big Bash League at Brisbane, Jan 3 2013 | Match Summary | ESPNCricinfo",55,2
1,AC Thomas,4,0,21,0,5.25,,,,2,0,Sydney Thunder,Perth Scorchers,571256," (N)Big Bash League at Perth, Jan 4 2013 | Match Summary | ESPNCricinfo",56,2
2,JP Behrendorff,4,0,16,2,4,,,,1,0,Sydney Thunder,Perth Scorchers,571256," (N)Big Bash League at Perth, Jan 4 2013 | Match Summary | ESPNCricinfo",56,2
3,NM Coulter-Nile,4,0,22,1,5.5,,,,0,0,Sydney Thunder,Perth Scorchers,571256," (N)Big Bash League at Perth, Jan 4 2013 | Match Summary | ESPNCricinfo",56,2
4,MA Beer,4,0,23,2,5.75,,,,0,0,Sydney Thunder,Perth Scorchers,571256," (N)Big Bash League at Perth, Jan 4 2013 | Match Summary | ESPNCricinfo",56,2
5,GB Hogg,4,0,29,4,7.25,,,,0,0,Sydney Thunder,Perth Scorchers,571256," (N)Big Bash League at Perth, Jan 4 2013 | Match Summary | ESPNCricinfo",56,2
1,DP Nannes,4,0,38,0,9.5,,,,0,0,Perth Scorchers,Sydney Thunder,571256," (N)Big Bash League at Perth, Jan 4 2013 | Match Summary | ESPNCricinfo",56,2
2,GS Sandhu,4,0,18,1,4.5,,,,2,0,Perth Scorchers,Sydney Thunder,571256," (N)Big Bash League at Perth, Jan 4 2013 | Match Summary | ESPNCricinfo",56,2
3,SJ Coyte,1,0,11,0,11,,,,5,1,Perth Scorchers,Sydney Thunder,571256," (N)Big Bash League at Perth, Jan 4 2013 | Match Summary | ESPNCricinfo",56,2
4,A Zampa,3.2,0,34,0,10.2,,,,0,0,Perth Scorchers,Sydney Thunder,571256," (N)Big Bash League at Perth, Jan 4 2013 | Match Summary | ESPNCricinfo",56,2
5,CH Gayle,1,0,8,0,8,,,,0,0,Perth Scorchers,Sydney Thunder,571256," (N)Big Bash League at Perth, Jan 4 2013 | Match Summary | ESPNCricinfo",56,2
1,XJ Doherty,4,0,25,1,6.25,,,,0,0,Adelaide Strikers,Hobart Hurricanes,571257," (N)Big Bash League at Hobart, Jan 5 2013 | Match Summary | ESPNCricinfo",57,2
2,DE Bollinger,4,0,30,0,7.5,,,,0,0,Adelaide Strikers,Hobart Hurricanes,571257," (N)Big Bash League at Hobart, Jan 5 2013 | Match Summary | ESPNCricinfo",57,2
3,EP Gulbis,4,0,35,1,8.75,,,,0,0,Adelaide Strikers,Hobart Hurricanes,571257," (N)Big Bash League at Hobart, Jan 5 2013 | Match Summary | ESPNCricinfo",57,2
4,SB Styris,4,0,42,1,10.5,,,,1,0,Adelaide Strikers,Hobart Hurricanes,571257," (N)Big Bash League at Hobart, Jan 5 2013 | Match Summary | ESPNCricinfo",57,2
5,B Laughlin,4,0,25,0,6.25,,,,0,0,Adelaide Strikers,Hobart Hurricanes,571257," (N)Big Bash League at Hobart, Jan 5 2013 | Match Summary | ESPNCricinfo",57,2
1,BE Young,4,0,17,0,4.25,,,,0,0,Hobart Hurricanes,Adelaide Strikers,571257," (N)Big Bash League at Hobart, Jan 5 2013 | Match Summary | ESPNCricinfo",57,2
2,SW Tait,4,0,23,1,5.75,,,,0,0,Hobart Hurricanes,Adelaide Strikers,571257," (N)Big Bash League at Hobart, Jan 5 2013 | Match Summary | ESPNCricinfo",57,2
3,KW Richardson,4,0,26,2,6.5,,,,1,0,Hobart Hurricanes,Adelaide Strikers,571257," (N)Big Bash League at Hobart, Jan 5 2013 | Match Summary | ESPNCricinfo",57,2
4,J Botha,4,0,23,1,5.75,,,,1,0,Hobart Hurricanes,Adelaide Strikers,571257," (N)Big Bash League at Hobart, Jan 5 2013 | Match Summary | ESPNCricinfo",57,2
5,CJ Boyce,3,0,17,3,5.66,,,,0,0,Hobart Hurricanes,Adelaide Strikers,571257," (N)Big Bash League at Hobart, Jan 5 2013 | Match Summary | ESPNCricinfo",57,2
6,MG Neser,1,0,8,1,8,,,,0,0,Hobart Hurricanes,Adelaide Strikers,571257," (N)Big Bash League at Hobart, Jan 5 2013 | Match Summary | ESPNCricinfo",57,2
1,AW O'Brien,4,0,22,1,5.5,,,,1,0,Melbourne Stars,Melbourne Renegades,571258," (N)Big Bash League at Melbourne, Jan 6 2013 | Match Summary | ESPNCricinfo",58,2
2,WD Sheridan,4,0,36,3,9,,,,2,1,Melbourne Stars,Melbourne Renegades,571258," (N)Big Bash League at Melbourne, Jan 6 2013 | Match Summary | ESPNCricinfo",58,2
3,DJ Pattinson,3,0,12,2,4,,,,0,0,Melbourne Stars,Melbourne Renegades,571258," (N)Big Bash League at Melbourne, Jan 6 2013 | Match Summary | ESPNCricinfo",58,2
4,NJ Rimmington,2,0,23,0,11.5,,,,0,0,Melbourne Stars,Melbourne Renegades,571258," (N)Big Bash League at Melbourne, Jan 6 2013 | Match Summary | ESPNCricinfo",58,2
5,MN Samuels,3,0,26,1,8.66,,,,0,0,Melbourne Stars,Melbourne Renegades,571258," (N)Big Bash League at Melbourne, Jan 6 2013 | Match Summary | ESPNCricinfo",58,2
6,M Muralitharan,4,0,27,1,6.75,,,,1,0,Melbourne Stars,Melbourne Renegades,571258," (N)Big Bash League at Melbourne, Jan 6 2013 | Match Summary | ESPNCricinfo",58,2
1,JW Hastings,3.5,0,31,0,8.08,,,,1,0,Melbourne Renegades,Melbourne Stars,571258," (N)Big Bash League at Melbourne, Jan 6 2013 | Match Summary | ESPNCricinfo",58,2
2,SL Malinga,4,0,20,0,5,,,,1,0,Melbourne Renegades,Melbourne Stars,571258," (N)Big Bash League at Melbourne, Jan 6 2013 | Match Summary | ESPNCricinfo",58,2
3,JP Faulkner,2,0,26,0,13,,,,0,0,Melbourne Renegades,Melbourne Stars,571258," (N)Big Bash League at Melbourne, Jan 6 2013 | Match Summary | ESPNCricinfo",58,2
4,CJ McKay,3,0,26,0,8.66,,,,3,0,Melbourne Renegades,Melbourne Stars,571258," (N)Big Bash League at Melbourne, Jan 6 2013 | Match Summary | ESPNCricinfo",58,2
5,SK Warne,4,0,24,1,6,,,,1,0,Melbourne Renegades,Melbourne Stars,571258," (N)Big Bash League at Melbourne, Jan 6 2013 | Match Summary | ESPNCricinfo",58,2
6,GJ Maxwell,1,0,7,0,7,,,,1,0,Melbourne Renegades,Melbourne Stars,571258," (N)Big Bash League at Melbourne, Jan 6 2013 | Match Summary | ESPNCricinfo",58,2
7,CL White,1,0,11,0,11,,,,0,0,Melbourne Renegades,Melbourne Stars,571258," (N)Big Bash League at Melbourne, Jan 6 2013 | Match Summary | ESPNCricinfo",58,2
1,SMSM Senanayake,4,1,19,0,4.75,,,,0,0,Brisbane Heat,Sydney Sixers,571259," (N)Big Bash League at Brisbane, Jan 7 2013 | Match Summary | ESPNCricinfo",59,2
2,SNJ O'Keefe,4,0,21,3,5.25,,,,0,0,Brisbane Heat,Sydney Sixers,571259," (N)Big Bash League at Brisbane, Jan 7 2013 | Match Summary | ESPNCricinfo",59,2
3,B Lee,4,0,29,1,7.25,,,,1,0,Brisbane Heat,Sydney Sixers,571259," (N)Big Bash League at Brisbane, Jan 7 2013 | Match Summary | ESPNCricinfo",59,2
4,LW Feldman,4,0,26,2,6.5,,,,0,0,Brisbane Heat,Sydney Sixers,571259," (N)Big Bash League at Brisbane, Jan 7 2013 | Match Summary | ESPNCricinfo",59,2
5,JR Hazlewood,4,0,32,3,8,,,,0,0,Brisbane Heat,Sydney Sixers,571259," (N)Big Bash League at Brisbane, Jan 7 2013 | Match Summary | ESPNCricinfo",59,2
1,NM Hauritz,3,0,27,0,9,,,,0,0,Sydney Sixers,Brisbane Heat,571259," (N)Big Bash League at Brisbane, Jan 7 2013 | Match Summary | ESPNCricinfo",59,2
2,KAJ Roach,4,0,23,0,5.75,,,,0,0,Sydney Sixers,Brisbane Heat,571259," (N)Big Bash League at Brisbane, Jan 7 2013 | Match Summary | ESPNCricinfo",59,2
3,AC McDermott,2,0,17,1,8.5,,,,0,0,Sydney Sixers,Brisbane Heat,571259," (N)Big Bash League at Brisbane, Jan 7 2013 | Match Summary | ESPNCricinfo",59,2
4,DT Christian,3,0,21,2,7,,,,1,0,Sydney Sixers,Brisbane Heat,571259," (N)Big Bash League at Brisbane, Jan 7 2013 | Match Summary | ESPNCricinfo",59,2
5,JR Hopes,4,0,28,0,7,,,,1,0,Sydney Sixers,Brisbane Heat,571259," (N)Big Bash League at Brisbane, Jan 7 2013 | Match Summary | ESPNCricinfo",59,2
6,BCJ Cutting,3,0,9,2,3,,,,0,0,Sydney Sixers,Brisbane Heat,571259," (N)Big Bash League at Brisbane, Jan 7 2013 | Match Summary | ESPNCricinfo",59,2
1,LA Doran,2,0,13,0,6.5,,,,0,0,Melbourne Stars,Sydney Thunder,571260," (N)Big Bash League at Melbourne, Jan 8 2013 | Match Summary | ESPNCricinfo",60,2
2,GS Sandhu,4,0,33,2,8.25,,,,2,0,Melbourne Stars,Sydney Thunder,571260," (N)Big Bash League at Melbourne, Jan 8 2013 | Match Summary | ESPNCricinfo",60,2
3,DP Nannes,4,0,18,1,4.5,,,,0,0,Melbourne Stars,Sydney Thunder,571260," (N)Big Bash League at Melbourne, Jan 8 2013 | Match Summary | ESPNCricinfo",60,2
4,SA Abbott,4,0,31,1,7.75,,,,2,0,Melbourne Stars,Sydney Thunder,571260," (N)Big Bash League at Melbourne, Jan 8 2013 | Match Summary | ESPNCricinfo",60,2
5,A Zampa,2,0,14,0,7,,,,0,0,Melbourne Stars,Sydney Thunder,571260," (N)Big Bash League at Melbourne, Jan 8 2013 | Match Summary | ESPNCricinfo",60,2
6,SJC Keen,3,0,28,1,9.33,,,,0,1,Melbourne Stars,Sydney Thunder,571260," (N)Big Bash League at Melbourne, Jan 8 2013 | Match Summary | ESPNCricinfo",60,2
7,CH Gayle,1,0,5,2,5,,,,0,0,Melbourne Stars,Sydney Thunder,571260," (N)Big Bash League at Melbourne, Jan 8 2013 | Match Summary | ESPNCricinfo",60,2
1,JP Faulkner,3.4,0,24,3,6.54,,,,0,0,Sydney Thunder,Melbourne Stars,571260," (N)Big Bash League at Melbourne, Jan 8 2013 | Match Summary | ESPNCricinfo",60,2
2,JM Bird,4,0,20,1,5,,,,0,0,Sydney Thunder,Melbourne Stars,571260," (N)Big Bash League at Melbourne, Jan 8 2013 | Match Summary | ESPNCricinfo",60,2
3,JW Hastings,3,0,33,1,11,,,,0,0,Sydney Thunder,Melbourne Stars,571260," (N)Big Bash League at Melbourne, Jan 8 2013 | Match Summary | ESPNCricinfo",60,2
4,AD Mascarenhas,4,0,27,2,6.75,,,,0,0,Sydney Thunder,Melbourne Stars,571260," (N)Big Bash League at Melbourne, Jan 8 2013 | Match Summary | ESPNCricinfo",60,2
5,CJ McKay,4,0,21,1,5.25,,,,0,0,Sydney Thunder,Melbourne Stars,571260," (N)Big Bash League at Melbourne, Jan 8 2013 | Match Summary | ESPNCricinfo",60,2
6,GJ Maxwell,1,0,5,1,5,,,,0,0,Sydney Thunder,Melbourne Stars,571260," (N)Big Bash League at Melbourne, Jan 8 2013 | Match Summary | ESPNCricinfo",60,2
1,B Lee,4,0,19,0,4.75,,,,2,0,Melbourne Renegades,Sydney Sixers,571261," (N)Big Bash League at Sydney, Jan 9 2013 | Match Summary | ESPNCricinfo",61,2
2,SMSM Senanayake,4,1,19,1,4.75,,,,1,0,Melbourne Renegades,Sydney Sixers,571261," (N)Big Bash League at Sydney, Jan 9 2013 | Match Summary | ESPNCricinfo",61,2
3,JR Hazlewood,4,0,44,1,11,,,,0,0,Melbourne Renegades,Sydney Sixers,571261," (N)Big Bash League at Sydney, Jan 9 2013 | Match Summary | ESPNCricinfo",61,2
4,LW Feldman,4,0,33,1,8.25,,,,1,0,Melbourne Renegades,Sydney Sixers,571261," (N)Big Bash League at Sydney, Jan 9 2013 | Match Summary | ESPNCricinfo",61,2
5,SNJ O'Keefe,3,0,50,0,16.66,,,,0,0,Melbourne Renegades,Sydney Sixers,571261," (N)Big Bash League at Sydney, Jan 9 2013 | Match Summary | ESPNCricinfo",61,2
6,MC Henriques,1,0,9,1,9,,,,1,0,Melbourne Renegades,Sydney Sixers,571261," (N)Big Bash League at Sydney, Jan 9 2013 | Match Summary | ESPNCricinfo",61,2
1,WD Sheridan,4,0,28,3,7,,,,4,0,Sydney Sixers,Melbourne Renegades,571261," (N)Big Bash League at Sydney, Jan 9 2013 | Match Summary | ESPNCricinfo",61,2
2,NJ Rimmington,4,0,27,3,6.75,,,,0,0,Sydney Sixers,Melbourne Renegades,571261," (N)Big Bash League at Sydney, Jan 9 2013 | Match Summary | ESPNCricinfo",61,2
3,DJ Pattinson,4,0,34,3,8.5,,,,5,0,Sydney Sixers,Melbourne Renegades,571261," (N)Big Bash League at Sydney, Jan 9 2013 | Match Summary | ESPNCricinfo",61,2
4,AW O'Brien,3,0,11,1,3.66,,,,0,0,Sydney Sixers,Melbourne Renegades,571261," (N)Big Bash League at Sydney, Jan 9 2013 | Match Summary | ESPNCricinfo",61,2
5,Fawad Ahmed,4,0,34,0,8.5,,,,0,0,Sydney Sixers,Melbourne Renegades,571261," (N)Big Bash League at Sydney, Jan 9 2013 | Match Summary | ESPNCricinfo",61,2
6,DJ Harris,1,0,10,0,10,,,,0,0,Sydney Sixers,Melbourne Renegades,571261," (N)Big Bash League at Sydney, Jan 9 2013 | Match Summary | ESPNCricinfo",61,2
1,BE Young,4,0,28,1,7,,,,0,0,Perth Scorchers,Adelaide Strikers,571262," (N)Big Bash League at Adelaide, Jan 10 2013 | Match Summary | ESPNCricinfo",62,2
2,NM Lyon,1,0,17,0,17,,,,0,0,Perth Scorchers,Adelaide Strikers,571262," (N)Big Bash League at Adelaide, Jan 10 2013 | Match Summary | ESPNCricinfo",62,2
3,SW Tait,4,0,36,1,9,,,,5,0,Perth Scorchers,Adelaide Strikers,571262," (N)Big Bash League at Adelaide, Jan 10 2013 | Match Summary | ESPNCricinfo",62,2
4,KW Richardson,4,0,42,2,10.5,,,,0,0,Perth Scorchers,Adelaide Strikers,571262," (N)Big Bash League at Adelaide, Jan 10 2013 | Match Summary | ESPNCricinfo",62,2
5,CJ Boyce,3,0,28,0,9.33,,,,0,0,Perth Scorchers,Adelaide Strikers,571262," (N)Big Bash League at Adelaide, Jan 10 2013 | Match Summary | ESPNCricinfo",62,2
6,J Botha,4,0,37,0,9.25,,,,0,0,Perth Scorchers,Adelaide Strikers,571262," (N)Big Bash League at Adelaide, Jan 10 2013 | Match Summary | ESPNCricinfo",62,2
1,MA Beer,4,0,14,2,3.5,,,,0,0,Adelaide Strikers,Perth Scorchers,571262," (N)Big Bash League at Adelaide, Jan 10 2013 | Match Summary | ESPNCricinfo",62,2
2,JP Behrendorff,4,0,26,1,6.5,,,,2,0,Adelaide Strikers,Perth Scorchers,571262," (N)Big Bash League at Adelaide, Jan 10 2013 | Match Summary | ESPNCricinfo",62,2
3,AC Thomas,3.3,0,14,3,4,,,,0,0,Adelaide Strikers,Perth Scorchers,571262," (N)Big Bash League at Adelaide, Jan 10 2013 | Match Summary | ESPNCricinfo",62,2
4,NM Coulter-Nile,3,0,13,3,4.33,,,,1,0,Adelaide Strikers,Perth Scorchers,571262," (N)Big Bash League at Adelaide, Jan 10 2013 | Match Summary | ESPNCricinfo",62,2
5,GB Hogg,4,0,22,1,5.5,,,,1,0,Adelaide Strikers,Perth Scorchers,571262," (N)Big Bash League at Adelaide, Jan 10 2013 | Match Summary | ESPNCricinfo",62,2
1,NM Hauritz,2,0,15,0,7.5,,,,1,0,Hobart Hurricanes,Brisbane Heat,571263," (N)Big Bash League at Hobart, Jan 12 2013 | Match Summary | ESPNCricinfo",63,2
2,AC McDermott,4,0,35,0,8.75,,,,0,0,Hobart Hurricanes,Brisbane Heat,571263," (N)Big Bash League at Hobart, Jan 12 2013 | Match Summary | ESPNCricinfo",63,2
3,KAJ Roach,4,0,36,0,9,,,,0,0,Hobart Hurricanes,Brisbane Heat,571263," (N)Big Bash League at Hobart, Jan 12 2013 | Match Summary | ESPNCricinfo",63,2
4,JR Hopes,4,0,18,1,4.5,,,,0,0,Hobart Hurricanes,Brisbane Heat,571263," (N)Big Bash League at Hobart, Jan 12 2013 | Match Summary | ESPNCricinfo",63,2
5,DT Christian,4,0,32,2,8,,,,1,0,Hobart Hurricanes,Brisbane Heat,571263," (N)Big Bash League at Hobart, Jan 12 2013 | Match Summary | ESPNCricinfo",63,2
6,CA Lynn,2,0,11,0,5.5,,,,1,0,Hobart Hurricanes,Brisbane Heat,571263," (N)Big Bash League at Hobart, Jan 12 2013 | Match Summary | ESPNCricinfo",63,2
